GeneName	n_homAA	n_hetRA
TET2	0	45
TET3	14	3840
TEX10	0	8239
TEX101	0	0
TEX11	0	3040
TEX12	0	482
TEX13A	0	3
TEX13B	0	594
TEX13C	0	158
TEX13D	0	0
TEX14	0	0
TEX15	0	0
TEX19	0	0
TEX2	0	2076
TEX22	0	25
TEX26	0	0
TEX261	0	4391
TEX264	0	1270
TEX28	0	38
TEX29	0	0
TEX30	0	26
TEX33	4	20
TEX35	0	5
TEX36	0	0
TEX37	0	0
TEX38	0	493
TEX43	0	0
TEX44	0	1
TEX45	0	833
TEX46	0	545
TEX47	0	0
TEX48	9	4507
TEX49	0	1
TEX50	0	299
TEX51	0	28
TEX52	0	0
TEX53	0	1
TEX54	0	0
TEX55	0	0
TEX9	0	5335
TF	0	2888
TFAM	0	0
TFAP2A	0	0
TFAP2B	0	1897
TFAP2C	0	1
TFAP2D	0	0
TFAP2E	0	0
TFAP4	0	1
TFB1M	0	0
TFB2M	0	0
TFCP2	0	0
TFCP2L1	0	0
TFDP1	1	0
TFDP2	0	0
TFDP3	0	206
TFE3	0	7384
TFEB	95	0
TFEC	0	0
TFF1	0	0
TFF2	29	0
TFF3	0	1
TFG	0	253
TFIP11	0	48
TFPI	0	0
TFPI2	40	1420
TFPT	0	0
TFR2	0	193
TFRC	0	213
TG	0	9152
TGDS	0	1
TGFA	0	34
TGFB1	0	0
TGFB1I1	0	84
TGFB2	0	0
TGFB3	0	0
TGFBI	0	89
TGFBR1	0	3
TGFBR2	0	4927
TGFBR3	0	2975
TGFBR3L	0	978
TGFBRAP1	0	0
TGIF1	0	0
TGIF2	0	2
TGIF2-RAB5IF	19	37
TGIF2LX	0	6491
TGIF2LY	0	1352
TGM1	0	626
TGM2	0	0
TGM3	0	0
TGM4	0	26
TGM5	0	18225
TGM6	0	0
TGM7	0	563
TGOLN2	0	0
TGS1	0	0
TH	0	1636
THADA	0	92
THAP1	0	11514
THAP10	0	10
THAP11	0	0
THAP12	0	0
THAP2	0	0
THAP3	0	428
THAP4	0	19
THAP5	0	521
THAP6	0	8255
THAP7	21	188
THAP8	0	0
THAP9	0	1063
THBD	0	0
THBS1	0	72
THBS2	0	21
THBS3	0	0
THBS4	0	0
THEG	0	0
THEGL	0	7
THEM4	0	0
THEM5	0	12
THEM6	0	163
THEMIS	0	3647
THEMIS2	0	5060
THG1L	0	1631
THNSL1	3	73
THNSL2	0	0
THOC1	0	13
THOC2	0	808
THOC3	0	0
THOC5	2	93
THOC6	0	169
THOC7	54	0
THOP1	0	363
THPO	0	11
THRA	0	1
THRAP3	0	207
THRB	0	0
THRSP	0	16
THSD1	0	306
THSD4	0	13
THSD7A	0	304
THSD7B	0	2090
THSD8	0	1
THTPA	0	2
THUMPD1	0	0
THUMPD2	0	0
THUMPD3	0	289
THY1	0	197
THYN1	0	0
TIA1	0	1479
TIAF1	0	91
TIAL1	0	5820
TIAM1	0	1
TIAM2	0	0
TICAM1	0	0
TICAM2	0	9
TICRR	0	0
TIE1	0	2373
TIFA	0	1053
TIFAB	0	2343
TIGAR	0	202
TIGD1	0	0
TIGD2	0	0
TIGD3	0	44
TIGD4	0	2511
TIGD5	0	6
TIGD6	0	0
TIGD7	0	452
TIGIT	0	5
TIMD4	0	702
TIMELESS	0	3
TIMM10	0	1453
TIMM10B	1	0
TIMM13	1	1536
TIMM17A	0	1366
TIMM17B	0	422
TIMM21	0	876
TIMM22	0	70
TIMM23	0	0
TIMM29	0	0
TIMM44	0	235
TIMM50	0	45
TIMM8A	0	2
TIMM8B	0	474
TIMM9	0	678
TIMMDC1	0	0
TIMP1	0	983
TIMP2	0	0
TIMP3	0	0
TIMP4	0	1794
TINAG	0	0
TINAGL1	0	2017
TINCR	0	156
TINF2	0	16
TIPARP	0	24
TIPIN	0	158
TIPRL	46	4794
TIRAP	0	0
TJAP1	0	6
TJP1	0	7
TJP2	0	0
TJP3	0	0
TK1	0	0
TK2	0	15117
TKFC	0	0
TKT	0	1797
TKTL1	0	1
TKTL2	0	4200
TLCD1	0	2102
TLCD2	0	3
TLCD3A	0	0
TLCD3B	0	1445
TLCD4	0	240
TLCD4-RWDD3	0	0
TLCD5	0	9
TLDC2	0	1
TLE1	1	0
TLE2	0	8
TLE3	0	10297
TLE4	0	1
TLE5	0	149
TLE6	0	479
TLE7	0	6
TLK1	0	3
TLK2	568	3
TLL1	0	0
TLL2	0	1008
TLN1	0	217
TLN2	2	0
TLNRD1	0	0
TLR1	8	944
TLR10	0	2
TLR2	0	151
TLR3	1	0
TLR4	0	0
TLR5	1	8
TLR6	0	3
TLR7	0	0
TLR8	0	3929
TLR9	0	26
TLX1	0	0
TLX2	0	29
TLX3	0	0
TM2D1	0	34
TM2D2	0	0
TM2D3	0	0
TM4SF1	0	0
TM4SF18	0	3488
TM4SF19	0	0
TM4SF20	0	27219
TM4SF4	0	0
TM4SF5	0	2668
TM6SF1	0	0
TM6SF2	8	285
TM7SF2	0	2796
TM7SF3	0	10
TM9SF1	0	4
TM9SF2	0	122
TM9SF3	0	0
TM9SF4	0	1
TMA16	0	4
TMA7	18	679
TMBIM1	0	0
TMBIM4	0	60
TMBIM6	0	260
TMC1	0	607
TMC2	0	3064
TMC3	1	3
TMC4	0	0
TMC5	0	35
TMC6	0	609
TMC7	0	0
TMC8	0	0
TMCC1	0	167
TMCC2	0	1283
TMCC3	0	448
TMCO1	0	0
TMCO2	0	0
TMCO3	0	0
TMCO4	0	5
TMCO5A	0	0
TMCO6	0	8
TMDD1	0	62
TMED1	0	0
TMED10	0	0
TMED2	0	0
TMED3	0	45
TMED4	0	40
TMED5	0	1
TMED6	0	366
TMED7	7	61
TMED7-TICAM2	0	896
TMED8	0	358
TMED9	0	0
TMEFF1	0	3319
TMEFF2	0	0
TMEM100	0	0
TMEM101	0	0
TMEM102	0	3308
TMEM104	0	1
TMEM106A	0	0
TMEM106B	0	3
TMEM106C	0	7259
TMEM107	0	98
TMEM108	0	0
TMEM109	0	24
TMEM11	0	271
TMEM114	0	219
TMEM115	0	469
TMEM116	58	92
TMEM117	0	7880
TMEM119	0	2817
TMEM120A	0	0
TMEM120B	36	23
TMEM121	1	5537
TMEM121B	0	443
TMEM123	0	3439
TMEM125	0	1
TMEM126A	0	135
TMEM126B	0	148
TMEM127	3	0
TMEM128	34	0
TMEM129	0	14
TMEM130	24	20
TMEM131	24	948
TMEM131L	0	1
TMEM132A	0	3085
TMEM132B	0	0
TMEM132C	0	6550
TMEM132D	109	0
TMEM132E	5	0
TMEM134	0	71
TMEM135	0	0
TMEM138	0	0
TMEM139	0	445
TMEM140	1	0
TMEM141	0	761
TMEM143	0	0
TMEM144	1	3
TMEM145	146	73
TMEM147	0	0
TMEM14A	0	602
TMEM14B	0	7544
TMEM14C	0	0
TMEM150A	1	393
TMEM150B	0	0
TMEM150C	0	1
TMEM151A	0	0
TMEM151B	0	2
TMEM154	0	0
TMEM155	0	106
TMEM156	0	0
TMEM158	0	0
TMEM159	0	13
TMEM160	0	362
TMEM161A	0	0
TMEM161B	0	1
TMEM163	0	0
TMEM164	0	746
TMEM165	0	0
TMEM167A	0	0
TMEM167B	0	0
TMEM168	0	895
TMEM169	1	0
TMEM17	0	961
TMEM170A	0	0
TMEM170B	0	0
TMEM171	0	0
TMEM174	0	1
TMEM175	0	4
TMEM176A	0	5820
TMEM176B	0	3272
TMEM177	9	0
TMEM178A	0	110
TMEM178B	0	24
TMEM179	0	5425
TMEM179B	1	1476
TMEM18	1	0
TMEM181	1	176
TMEM182	1	40
TMEM183A	0	405
TMEM184A	0	6
TMEM184B	0	0
TMEM184C	0	0
TMEM185A	6	0
TMEM185B	0	1543
TMEM186	0	27
TMEM187	32	311
TMEM189	0	2101
TMEM189-UBE2V1	0	0
TMEM19	0	6395
TMEM190	0	18
TMEM191B	0	0
TMEM191C	43	31
TMEM192	0	8
TMEM196	0	0
TMEM198	0	3386
TMEM199	11	142
TMEM200A	0	0
TMEM200B	0	0
TMEM200C	0	1
TMEM201	0	0
TMEM202	0	233
TMEM203	0	0
TMEM204	1	0
TMEM205	12	0
TMEM207	0	0
TMEM208	0	0
TMEM209	0	31
TMEM210	0	7
TMEM211	0	1403
TMEM212	0	0
TMEM213	0	0
TMEM214	0	0
TMEM215	2	1
TMEM216	0	0
TMEM217	0	12382
TMEM218	0	0
TMEM219	0	2653
TMEM220	0	0
TMEM221	0	51
TMEM222	0	0
TMEM223	0	0
TMEM225	0	153
TMEM225B	0	0
TMEM229A	1	262
TMEM229B	0	0
TMEM230	2	0
TMEM231	0	0
TMEM232	0	0
TMEM233	0	0
TMEM234	0	211
TMEM235	0	0
TMEM236	0	0
TMEM237	0	181
TMEM238	0	0
TMEM238L	0	107
TMEM239	0	0
TMEM240	0	23
TMEM241	0	316
TMEM242	0	0
TMEM243	0	53
TMEM244	0	458
TMEM245	0	12
TMEM247	0	146
TMEM248	255	13
TMEM249	0	0
TMEM25	0	80
TMEM250	0	0
TMEM251	28	0
TMEM252	0	0
TMEM253	0	1506
TMEM254	0	17442
TMEM255A	0	257
TMEM255B	0	142
TMEM256	0	25
TMEM258	3	0
TMEM259	0	0
TMEM26	0	0
TMEM260	0	0
TMEM262	0	0
TMEM263	0	0
TMEM265	0	0
TMEM266	0	2901
TMEM267	0	174
TMEM268	8	0
TMEM269	0	0
TMEM270	0	3
TMEM271	0	0
TMEM272	0	3643
TMEM273	0	2
TMEM275	0	44
TMEM30A	0	3746
TMEM30B	0	6984
TMEM31	0	31
TMEM33	0	0
TMEM35A	0	12158
TMEM35B	0	10028
TMEM37	0	1507
TMEM38A	0	19
TMEM38B	6	1
TMEM39A	0	0
TMEM39B	0	0
TMEM40	0	1584
TMEM41A	0	0
TMEM41B	0	599
TMEM42	0	0
TMEM43	0	33
TMEM44	6	4845
TMEM45A	0	0
TMEM45B	0	0
TMEM47	0	292
TMEM50A	0	66
TMEM50B	0	9
TMEM51	0	2
TMEM52	1	357
TMEM52B	0	54
TMEM53	0	0
TMEM54	0	1322
TMEM59	0	0
TMEM59L	0	24
TMEM60	0	0
TMEM61	0	16
TMEM62	0	361
TMEM63A	0	3
TMEM63B	0	11
TMEM63C	0	1
TMEM64	0	0
TMEM65	0	346
TMEM67	10	0
TMEM68	0	1127
TMEM69	0	32
TMEM70	0	0
TMEM71	0	0
TMEM72	6	1545
TMEM74	0	0
TMEM74B	1	851
TMEM79	0	2
TMEM80	0	0
TMEM81	0	1
TMEM82	0	1458
TMEM86A	0	352
TMEM86B	0	1
TMEM87A	9	259
TMEM87B	0	236
TMEM88	0	0
TMEM88B	0	2
TMEM89	0	0
TMEM8B	0	0
TMEM9	0	0
TMEM91	0	97
TMEM92	0	8
TMEM94	0	422
TMEM95	0	0
TMEM97	2	4976
TMEM98	0	0
TMEM9B	0	0
TMF1	16	0
TMIE	0	130
TMIGD1	0	10086
TMIGD2	0	28
TMIGD3	0	7107
TMLHE	5	6946
TMOD1	0	260
TMOD2	0	4967
TMOD3	0	1336
TMOD4	0	0
TMPO	0	225
TMPPE	0	0
TMPRSS11A	0	1
TMPRSS11B	0	1
TMPRSS11D	0	3
TMPRSS11E	0	20
TMPRSS11F	0	93
TMPRSS12	0	51
TMPRSS13	0	1791
TMPRSS15	0	35
TMPRSS2	0	0
TMPRSS3	0	1192
TMPRSS4	0	12
TMPRSS5	0	0
TMPRSS6	0	0
TMPRSS7	0	2289
TMPRSS9	0	837
TMSB10	0	0
TMSB15A	0	4
TMSB15B	0	0
TMSB4X	43	0
TMSB4Y	0	3849
TMTC1	0	139
TMTC2	450	0
TMTC3	0	0
TMTC4	0	52
TMUB1	0	5670
TMUB2	0	0
TMX1	0	8216
TMX2	0	0
TMX3	0	13
TMX4	0	1239
TNC	0	892
TNF	0	1804
TNFAIP1	0	0
TNFAIP2	0	0
TNFAIP3	0	0
TNFAIP6	0	0
TNFAIP8	0	6
TNFAIP8L1	0	78
TNFAIP8L2	0	274
TNFAIP8L3	0	0
TNFRSF10A	0	0
TNFRSF10B	0	0
TNFRSF10C	0	2
TNFRSF10D	0	0
TNFRSF11A	0	0
TNFRSF11B	0	2316
TNFRSF12A	0	24
TNFRSF13B	0	0
TNFRSF13C	0	0
TNFRSF14	0	0
TNFRSF17	0	7
TNFRSF18	0	0
TNFRSF19	0	70
TNFRSF1A	0	222
TNFRSF1B	0	0
TNFRSF21	0	3984
TNFRSF25	31	3323
TNFRSF4	0	0
TNFRSF6B	0	0
TNFRSF8	0	538
TNFRSF9	0	469
TNFSF10	0	3279
TNFSF11	0	0
TNFSF12	0	4
TNFSF12-TNFSF13	95	0
TNFSF13	0	10
TNFSF13B	0	667
TNFSF14	0	0
TNFSF15	0	0
TNFSF18	8	3
TNFSF4	0	2
TNFSF8	0	0
TNFSF9	0	1
TNIK	0	1581
TNIP1	0	110
TNIP2	0	0
TNIP3	0	426
TNK1	0	0
TNK2	0	1799
TNKS	0	8
TNKS1BP1	0	327
TNKS2	0	0
TNMD	0	4284
TNN	0	2
TNNC1	0	0
TNNC2	0	0
TNNI1	0	3
TNNI2	0	1297
TNNI3	0	0
TNNI3K	0	0
TNNT1	0	386
TNNT2	0	5021
TNNT3	0	5
TNP1	5	73
TNP2	0	0
TNPO1	0	4
TNPO2	0	0
TNPO3	0	1915
TNR	0	0
TNRC18	0	0
TNRC6A	0	0
TNRC6B	0	70
TNRC6C	0	30
TNS1	0	0
TNS2	0	14
TNS3	0	0
TNS4	0	0
TNXB	0	1
TOB1	191	2
TOB2	0	523
TOE1	0	296
TOGARAM1	0	142
TOGARAM2	0	0
TOLLIP	0	10
TOM1	0	0
TOM1L1	0	3
TOM1L2	0	165
TOMM20	0	97
TOMM20L	0	0
TOMM22	0	0
TOMM34	0	0
TOMM40	0	493
TOMM40L	0	14
TOMM5	0	117
TOMM6	0	2242
TOMM7	0	6
TOMM70	0	3
TONSL	0	49
TOP1	0	35
TOP1MT	0	84
TOP2A	0	2
TOP2B	150	0
TOP3A	0	40
TOP3B	0	0
TOPAZ1	0	0
TOPBP1	0	0
TOPORS	0	0
TOR1A	0	0
TOR1AIP1	0	4068
TOR1AIP2	0	7
TOR1B	0	0
TOR2A	0	188
TOR3A	0	17
TOR4A	0	0
TOX	0	0
TOX2	0	2
TOX3	0	463
TOX4	0	38
TP53	0	3192
TP53AIP1	0	5798
TP53BP1	12	7025
TP53BP2	0	0
TP53I11	2	0
TP53I13	0	2636
TP53I3	0	16
TP53INP1	0	0
TP53INP2	0	4
TP53RK	0	66
TP53TG3	0	1
TP53TG3B	0	175
TP53TG3C	0	0
TP53TG3D	0	0
TP53TG3E	0	1596
TP53TG3F	0	131
TP53TG5	0	5
TP63	0	49
TP73	0	0
TPBG	0	12954
TPBGL	0	130
TPCN1	0	7155
TPCN2	0	30
TPD52	19	0
TPD52L1	0	6
TPD52L2	10	0
TPD52L3	0	1514
TPGS1	0	0
TPGS2	19	451
TPH1	0	408
TPH2	0	113
TPI1	0	0
TPK1	0	0
TPM1	0	0
TPM2	0	778
TPM3	0	824
TPM4	0	1965
TPMT	0	64
TPO	0	3486
TPP1	0	0
TPP2	0	1
TPPP	0	0
TPPP2	0	0
TPPP3	0	401
TPR	3	3258
TPRA1	0	82
TPRG1	0	0
TPRG1L	0	26
TPRKB	0	8
TPRN	0	1
TPRX1	4	1
TPSAB1	0	0
TPSB2	2	78
TPSD1	0	112
TPSG1	0	920
TPST1	0	0
TPST2	0	280
TPT1	0	0
TPTE	0	0
TPTE2	0	12927
TPTEP2-CSNK1E	667	433
TPX2	0	190
TRA2A	0	655
TRA2B	0	0
TRABD	0	461
TRABD2A	0	0
TRABD2B	0	1
TRADD	1	0
TRAF1	2	175
TRAF2	0	0
TRAF3	0	2003
TRAF3IP1	0	421
TRAF3IP2	0	11
TRAF3IP3	0	420
TRAF4	0	247
TRAF5	0	0
TRAF6	0	1
TRAF7	0	117
TRAFD1	0	57
TRAIP	0	393
TRAK1	0	0
TRAK2	0	0
TRAM1	0	0
TRAM1L1	0	0
TRAM2	0	0
TRANK1	0	1
TRAP1	0	0
TRAPPC1	0	55
TRAPPC10	0	0
TRAPPC11	2	0
TRAPPC12	0	25
TRAPPC13	0	0
TRAPPC2	0	0
TRAPPC2B	0	0
TRAPPC2L	0	0
TRAPPC3	0	0
TRAPPC3L	0	58
TRAPPC4	15	13
TRAPPC5	10	2
TRAPPC6A	0	3645
TRAPPC6B	0	0
TRAPPC8	0	0
TRAPPC9	1	13
TRARG1	0	302
TRAT1	0	1
TRDMT1	16	0
TRDN	0	0
TREH	0	2643
TREM1	0	0
TREM2	0	1615
TREML1	0	0
TREML2	0	6
TREML4	0	0
TRERF1	0	0
TREX1	0	21
TREX2	190	41
TRH	0	17
TRHDE	0	0
TRHR	0	0
TRIAP1	0	0
TRIB1	0	0
TRIB2	0	0
TRIB3	0	0
TRIL	0	3145
TRIM10	0	2229
TRIM11	0	225
TRIM13	0	157
TRIM14	2	1654
TRIM15	0	0
TRIM16	0	187
TRIM16L	0	62
TRIM17	0	0
TRIM2	58	9
TRIM21	0	0
TRIM22	0	569
TRIM23	0	0
TRIM24	0	0
TRIM25	0	1
TRIM26	0	0
TRIM27	0	3
TRIM28	0	7963
TRIM29	0	1050
TRIM3	0	941
TRIM31	0	12
TRIM32	0	0
TRIM33	0	12064
TRIM34	0	0
TRIM35	0	680
TRIM36	0	4
TRIM37	0	0
TRIM38	0	14
TRIM39	0	460
TRIM39-RPP21	0	0
TRIM4	0	0
TRIM40	0	0
TRIM41	0	338
TRIM42	0	21
TRIM43	0	801
TRIM43B	0	692
TRIM44	0	0
TRIM45	0	2
TRIM46	0	423
TRIM47	0	0
TRIM48	0	0
TRIM49	0	641
TRIM49B	0	121
TRIM49C	0	0
TRIM49D1	0	0
TRIM49D2	0	0
TRIM5	0	0
TRIM50	0	1332
TRIM51	0	63
TRIM51GP	0	30
TRIM52	0	1
TRIM54	0	14
TRIM55	0	0
TRIM56	0	0
TRIM58	0	6
TRIM59	0	0
TRIM6	0	0
TRIM6-TRIM34	0	175
TRIM60	7	1
TRIM61	1	0
TRIM62	0	0
TRIM63	1	92
TRIM64	0	3
TRIM64B	0	35
TRIM64C	0	26
TRIM65	0	93
TRIM66	0	536
TRIM67	0	0
TRIM68	0	19072
TRIM69	0	6711
TRIM7	0	0
TRIM71	0	32
TRIM72	0	3727
TRIM73	0	1606
TRIM74	0	0
TRIM75P	0	201
TRIM77	0	1
TRIM8	0	0
TRIM9	0	1106
TRIML1	0	0
TRIML2	3	0
TRIO	0	10
TRIOBP	0	0
TRIP10	0	2
TRIP11	0	5
TRIP12	1	263
TRIP13	0	0
TRIP4	0	292
TRIP6	0	152
TRIQK	0	216
TRIR	0	765
TRIT1	0	0
TRMO	0	67
TRMT1	0	606
TRMT10A	0	1826
TRMT10B	0	1
TRMT10C	0	55
TRMT11	0	0
TRMT112	345	314
TRMT12	0	14
TRMT13	0	11
TRMT1L	0	0
TRMT2A	0	0
TRMT2B	0	0
TRMT44	0	0
TRMT5	57	0
TRMT6	0	44
TRMT61A	0	2
TRMT61B	0	0
TRMT9B	0	0
TRMU	0	0
TRNAU1AP	0	0
TRNP1	0	219
TRNT1	0	0
TRO	0	0
TROAP	0	3113
TRPA1	0	0
TRPC1	0	2
TRPC3	0	697
TRPC4	0	1768
TRPC4AP	0	28
TRPC5	0	545
TRPC5OS	34	0
TRPC6	0	0
TRPC7	0	558
TRPM1	0	225
TRPM2	0	805
TRPM3	0	56
TRPM4	0	287
TRPM5	0	2471
TRPM6	0	0
TRPM7	16	1
TRPM8	0	77
TRPS1	0	0
TRPT1	0	113
TRPV1	0	1577
TRPV2	0	934
TRPV3	48	0
TRPV4	0	23724
TRPV5	2	0
TRPV6	0	1421
TRRAP	0	1
TRUB1	0	0
TRUB2	0	6
TSACC	0	2
TSBP1	32	0
TSC1	0	1
TSC2	0	6
TSC22D1	0	0
TSC22D2	0	2466
TSC22D3	0	0
TSC22D4	0	84
TSEN15	0	101
TSEN2	8	0
TSEN34	0	1
TSEN54	0	249
TSFM	2	0
TSG101	0	838
TSGA10	0	138
TSGA10IP	0	0
TSGA13	0	378
TSHB	0	1
TSHR	0	22
TSHZ1	0	1567
TSHZ2	0	3461
TSHZ3	0	1151
TSKS	0	44
TSKU	0	8
TSLP	0	0
TSN	0	373
TSNARE1	0	1081
TSNAX	0	100
TSNAXIP1	0	595
TSPAN1	0	1
TSPAN10	0	2009
TSPAN11	0	5
TSPAN12	0	0
TSPAN13	0	14
TSPAN14	0	491
TSPAN15	0	29016
TSPAN16	0	0
TSPAN17	0	0
TSPAN18	0	1
TSPAN19	0	0
TSPAN2	0	0
TSPAN3	0	491
TSPAN31	0	5
TSPAN32	0	0
TSPAN33	0	0
TSPAN4	0	0
TSPAN5	0	0
TSPAN6	0	0
TSPAN7	6	1
TSPAN8	0	29
TSPAN9	2	0
TSPEAR	0	3
TSPO	0	0
TSPO2	0	0
TSPOAP1	0	0
TSPY1	0	22
TSPY10	0	2780
TSPY2	0	326
TSPY3	0	2
TSPY4	0	1
TSPY8	0	0
TSPY9P	0	0
TSPYL1	0	9
TSPYL2	0	0
TSPYL4	0	9
TSPYL5	0	0
TSPYL6	0	13230
TSR1	0	0
TSR2	0	0
TSR3	0	0
TSSC4	0	82
TSSK1B	0	1216
TSSK2	0	0
TSSK3	0	6830
TSSK4	0	17
TSSK6	17	0
TST	64	538
TSTA3	0	2048
TSTD1	0	0
TSTD2	0	0
TSTD3	0	0
TTBK1	0	0
TTBK2	0	0
TTC1	0	45
TTC12	0	11
TTC13	0	1
TTC14	0	2
TTC16	14	6
TTC17	0	0
TTC19	0	9
TTC21A	0	64
TTC21B	0	2
TTC22	0	22
TTC23	0	0
TTC23L	0	0
TTC24	8	25
TTC25	0	0
TTC26	0	1311
TTC27	0	0
TTC28	0	931
TTC29	0	67
TTC3	0	44
TTC30A	5	0
TTC30B	0	2932
TTC31	0	8830
TTC32	0	55
TTC33	0	2
TTC34	0	0
TTC36	0	0
TTC37	0	0
TTC38	0	0
TTC39A	0	0
TTC39B	0	0
TTC39C	0	759
TTC4	0	47
TTC5	193	0
TTC6	0	15991
TTC7A	26	727
TTC7B	0	0
TTC8	0	9193
TTC9	1	2540
TTC9B	0	0
TTC9C	0	31
TTF1	0	2
TTF2	0	1
TTI1	0	0
TTI2	0	343
TTK	0	0
TTL	0	5718
TTLL1	0	0
TTLL10	0	24
TTLL11	0	30
TTLL12	0	1
TTLL13P	0	466
TTLL2	0	60
TTLL3	0	785
TTLL4	0	0
TTLL5	0	1
TTLL6	27	0
TTLL7	0	0
TTLL8	0	0
TTLL9	117	19
TTN	0	2
TTPA	0	3076
TTPAL	0	0
TTR	0	0
TTYH1	0	32
TTYH2	7	2
TTYH3	0	69
TUB	0	291
TUBA1A	0	0
TUBA1B	4	7
TUBA1C	0	2899
TUBA3C	0	1
TUBA3D	0	1
TUBA3E	0	0
TUBA4A	0	0
TUBA4B	0	3527
TUBA8	17	3612
TUBAL3	0	1
TUBB	79	767
TUBB1	0	463
TUBB2A	0	5
TUBB2B	0	0
TUBB3	0	0
TUBB4A	0	0
TUBB4B	0	0
TUBB6	0	0
TUBB8	0	0
TUBB8B	33	56
TUBD1	0	0
TUBE1	0	8128
TUBG1	0	1737
TUBG2	0	0
TUBGCP2	0	0
TUBGCP3	0	19
TUBGCP4	0	1290
TUBGCP5	5	1513
TUBGCP6	0	0
TUFM	34	0
TUFT1	0	0
TUG1	131	0
TULP1	0	452
TULP2	0	3
TULP3	0	5133
TULP4	0	1
TUNAR	0	13
TUSC1	0	0
TUSC2	0	18
TUSC3	0	17
TUT1	0	0
TUT4	0	0
TUT7	0	0
TVP23A	0	0
TVP23B	0	0
TVP23C	0	2972
TVP23C-CDRT4	0	0
TWF1	32	2
TWF2	0	12
TWIST1	0	3
TWIST2	35	329
TWISTNB	0	0
TWNK	0	1
TWSG1	0	124
TXK	0	1
TXLNA	0	0
TXLNB	0	0
TXLNG	0	0
TXN	0	94
TXN2	0	864
TXNDC11	0	12
TXNDC12	3	0
TXNDC15	0	9243
TXNDC16	0	2
TXNDC17	1	18
TXNDC2	0	279
TXNDC5	0	17
TXNDC8	0	0
TXNDC9	0	0
TXNIP	0	402
TXNL1	0	208
TXNL4A	0	421
TXNL4B	0	5
TXNRD1	0	22
TXNRD2	0	0
TXNRD3	0	0
TYK2	49	2230
TYMP	0	0
TYMS	0	0
TYR	0	0
TYRO3	0	76
TYROBP	0	0
TYRP1	0	87
TYSND1	0	0
TYW1	0	0
TYW1B	0	2517
TYW3	0	286
TYW5	0	10
U2AF1	0	270
U2AF1L4	8	0
U2AF1L5	1	0
U2AF2	0	0
U2SURP	2	2368
UACA	0	0
UAP1	0	11
UAP1L1	0	17
UBA1	0	2
UBA2	0	1703
UBA3	0	6
UBA5	0	1483
UBA52	0	9
UBA6	0	85
UBA7	0	9425
UBAC1	0	3
UBAC2	0	2
UBALD1	0	0
UBALD2	0	386
UBAP1	0	0
UBAP1L	10	0
UBAP2	0	87
UBAP2L	0	441
UBASH3A	0	160
UBASH3B	0	0
UBB	0	1449
UBC	0	4437
UBD	0	524
UBE2A	0	0
UBE2B	0	1
UBE2C	0	0
UBE2D1	0	50
UBE2D2	34	18
UBE2D3	0	0
UBE2D4	0	0
UBE2E1	0	0
UBE2E2	0	0
UBE2E3	0	0
UBE2F	0	0
UBE2G1	0	0
UBE2G2	0	2
UBE2H	0	0
UBE2I	0	5330
UBE2J1	0	18
UBE2J2	0	1
UBE2K	0	0
UBE2L3	0	507
UBE2L5	0	4496
UBE2L6	0	0
UBE2M	0	0
UBE2N	0	0
UBE2O	0	29
UBE2Q1	0	970
UBE2Q2	0	118
UBE2Q2L	0	554
UBE2QL1	46	2080
UBE2R2	0	0
UBE2S	0	0
UBE2T	0	3814
UBE2U	0	0
UBE2V1	0	1
UBE2V2	105	0
UBE2W	0	4
UBE2Z	152	0
UBE3A	0	0
UBE3B	0	65
UBE3C	0	0
UBE3D	0	752
UBE4A	0	31
UBE4B	0	10
UBFD1	0	4002
UBIAD1	0	0
UBL3	0	73
UBL4A	0	11
UBL4B	0	0
UBL5	3	32
UBL7	0	0
UBLCP1	0	406
UBN1	0	8
UBN2	0	2817
UBOX5	0	1102
UBP1	0	0
UBQLN1	0	0
UBQLN2	0	0
UBQLN3	0	71
UBQLN4	0	6
UBQLNL	0	0
UBR1	0	0
UBR2	0	73
UBR3	0	116
UBR4	5	759
UBR5	1	0
UBR7	0	19
UBTD1	1	4014
UBTD2	0	1021
UBTF	0	1925
UBTFL1	0	1
UBXN1	0	0
UBXN10	0	974
UBXN11	0	195
UBXN2A	0	257
UBXN2B	0	1
UBXN4	0	316
UBXN6	0	261
UBXN7	0	0
UBXN8	0	1757
UCHL1	96	1711
UCHL3	0	46
UCHL5	0	73
UCK1	0	0
UCK2	0	2593
UCKL1	0	0
UCMA	0	0
UCN	0	0
UCN2	0	0
UCN3	0	13785
UCP1	0	1
UCP2	0	154
UCP3	0	0
UEVLD	0	205
UFC1	0	0
UFD1	3	1858
UFL1	0	12
UFM1	0	0
UFSP1	0	0
UFSP2	0	1163
UGCG	0	556
UGDH	0	4
UGGT1	0	643
UGGT2	0	0
UGP2	0	428
UGT1A1	0	15
UGT1A10	0	0
UGT1A3	71	0
UGT1A4	0	0
UGT1A5	0	8193
UGT1A6	0	812
UGT1A7	4	10570
UGT1A8	0	850
UGT1A9	1	0
UGT2A1	18	987
UGT2A2	0	0
UGT2A3	0	1
UGT2B10	0	0
UGT2B11	0	4
UGT2B15	0	209
UGT2B17	0	1
UGT2B28	0	0
UGT2B4	47	11231
UGT2B7	0	0
UGT3A1	0	0
UGT3A2	0	0
UGT8	0	27
UHMK1	0	1290
UHRF1	0	3967
UHRF1BP1	0	0
